srcid,Mode,A1,A2,undecided_voter,A3a,A4_a,A4_b,A4_c,A4_d,A4_e,A5_a,A5_b,A5_c,A5_d,A5_e,A5_f,A5_g,A5_h,B1_a,B1_b,B1_c,B1_d,B4,B5,B6,C1_a,C1_b,C1_c,C1_d,C1_e,C1_f,C1_g,C1_h,C1_i,C3_a,C3_b,C3_c,C3_d,C3_e,C3_f,D1_a,D1_b,D1_c,D1_d,D1_e,D1_f,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E10,E14,p_volunteer,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4A5_agg,opinionated
391,”2”,2,”1”,FALSE,9,1,3,2,3,1,2,4,4,2,4,2,2,4,2,2,2,1,2,2,4,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,3,3,3,3,3,2,2,2,2,2,1,1,2,4,3,2,”2”,4,3,2,2,0.55,TRUE
392,”1”,2,”3”,FALSE,7,2,1,1,1,1,2,4,4,2,4,4,4,4,2,2,2,2,3,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,7,1,1,”2”,4,1,2,2,0.683333333,TRUE
393,”1”,4,”97”,FALSE,7,3,3,3,2,3,3,2,2,5,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,2,2,3,3,2,2,2,2,2,1,1,1,1,4,2,1,”1”,4,3,2,2,0.444444444,FALSE
394,”1”,4,”3”,FALSE,4,3,1,2,1,1,1,5,3,4,3,3,3,2,2,2,2,2,3,3,5,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,3,2,3,4,3,1,1,2,2,2,2,2,1,2,1,2,2,”1”,2,1,2,2,0.561111111,TRUE
395,”1”,2,”3”,FALSE,7,2,2,2,2,2,2,4,3,2,4,2,2,4,2,2,2,2,3,3,4,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,8,1,2,”1”,4,1,2,2,0.388888889,FALSE
396,”1”,4,”1”,FALSE,8,1,2,2,2,2,3,2,4,2,5,1,3,4,2,2,2,1,2,2,5,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,2,3,4,2,2,2,2,2,2,2,1,1,1,7,3,1,”1”,4,2,2,2,0.483333333,FALSE
397,”1”,2,”1”,FALSE,8,2,2,2,2,1,2,2,4,4,4,4,4,4,2,1,1,1,3,3,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,3,3,4,1,2,2,2,2,2,2,2,7,3,1,”2”,4,1,2,2,0.483333333,FALSE
398,”1”,2,”1”,FALSE,5,2,3,2,1,2,2,3,3,3,4,4,5,4,2,2,2,1,2,2,4,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,3,3,3,2,3,2,1,2,2,2,2,2,1,2,1,4,2,”2”,4,1,2,2,0.427777778,FALSE
399,”2”,-98,”-99”,FALSE,6,3,3,3,3,3,4,2,1,5,2,4,1,2,2,2,2,1,2,2,4,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,4,2,2,2,2,2,1,1,1,2,2,4,3,2,”2”,4,3,2,2,3.277777778,FALSE
400,”2”,2,”1”,FALSE,3,1,2,2,1,3,3,2,2,3,3,1,3,1,2,2,2,1,2,2,5,2,1,1,1,1,-98,2,2,2,2,2,2,2,1,1,4,3,3,3,4,1,2,2,2,2,2,1,2,2,4,4,2,”2”,4,1,2,2,0.494444444,FALSE
401,”1”,4,”1”,FALSE,,2,2,2,2,2,2,2,3,3,3,4,4,4,2,2,2,1,2,1,5,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,4,2,3,1,3,3,2,2,1,2,2,2,1,2,7,3,1,”2”,4,1,2,2,0.333333333,FALSE
402,”1”,2,”1”,FALSE,,2,2,2,2,2,2,2,4,2,3,2,2,3,2,2,2,1,3,3,5,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,4,2,3,2,2,1,1,2,2,2,2,2,1,1,1,4,2,”2”,3,1,2,2,0.361111111,FALSE
403,”1”,2,”1”,FALSE,8,2,3,3,2,2,2,4,4,3,4,2,2,4,2,2,2,2,2,3,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,3,1,2,2,0.388888889,FALSE
404,”1”,2,”3”,FALSE,7,2,2,1,2,1,2,4,4,2,4,4,2,4,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,2,2,2,2,2,1,2,-99,7,1,2,”2”,4,1,2,2,0.55,TRUE
405,”1”,2,”3”,FALSE,8,3,3,1,2,3,3,3,3,4,3,2,2,3,2,2,2,2,4,4,4,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,2,”2”,4,1,2,2,0.344444444,FALSE
406,”1”,2,”3”,FALSE,7,3,2,1,1,1,2,3,3,4,2,4,4,3,2,2,2,1,3,2,5,2,1,1,1,-99,-99,2,1,1,1,1,2,1,1,2,2,1,3,2,1,1,1,2,2,2,2,1,1,2,7,1,1,”2”,3,3,2,2,0.533333333,TRUE
407,”1”,2,”1”,FALSE,9,2,2,2,1,1,2,3,3,2,3,2,2,3,2,2,2,2,3,3,4,1,1,1,-98,1,-98,-98,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,2,”1”,4,1,2,2,0.438888889,FALSE
408,”1”,2,”3”,FALSE,8,2,2,1,2,2,2,4,4,4,3,3,3,3,2,2,2,1,2,1,5,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,4,3,3,1,1,1,2,2,1,2,2,2,1,2,7,2,2,”2”,3,1,2,2,0.372222222,FALSE
409,”1”,2,”1”,FALSE,7,2,3,3,1,2,2,2,3,3,3,2,2,2,2,2,2,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,2,1,1,-99,2,2,2,2,2,2,1,2,1,”1”,4,3,2,2,0.4,FALSE
410,”2”,2,”-99”,FALSE,5,2,2,3,2,2,2,2,3,4,3,2,5,3,2,2,2,2,3,3,5,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,4,2,2,”1”,4,3,2,2,0.361111111,FALSE
411,”1”,1,”3”,FALSE,,2,2,1,1,1,2,2,3,3,3,4,3,2,2,2,2,1,2,2,5,2,1,1,1,1,-99,1,1,2,1,2,1,1,1,2,3,2,3,2,1,1,2,2,2,2,2,1,-98,-98,4,1,2,”2”,4,1,2,2,0.533333333,TRUE
412,”1”,5,”96”,FALSE,,4,3,1,3,2,2,1,1,5,1,4,3,1,2,2,2,1,3,1,5,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,3,1,1,1,2,2,2,2,2,1,1,2,4,4,2,”1”,4,1,2,2,0.688888889,TRUE
413,”1”,1,”1”,FALSE,8,4,3,3,2,1,2,3,4,4,3,5,3,1,2,2,2,2,1,3,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,5,5,5,5,5,5,1,1,1,2,2,2,2,2,2,4,1,”2”,1,3,2,2,0.55,TRUE
414,”1”,4,”4”,FALSE,5,3,3,2,2,2,3,4,2,5,4,3,3,2,2,2,2,1,2,1,5,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,2,”2”,3,1,2,2,0.361111111,FALSE
415,”1”,2,”3”,FALSE,7,2,1,2,2,2,3,3,4,2,3,3,5,3,2,2,2,1,4,3,4,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,3,2,3,2,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,3,1,2,2,0.372222222,FALSE
416,”1”,2,”-98”,TRUE,5,2,2,2,2,1,3,3,4,3,4,4,3,4,2,2,2,1,3,3,4,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,3,2,1,1,2,2,1,2,2,2,1,2,5,4,1,”1”,3,2,2,2,0.372222222,FALSE
417,”1”,2,”1”,FALSE,,2,3,3,2,2,2,3,3,3,3,4,3,3,2,2,2,1,2,2,4,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,4,2,1,”1”,4,1,2,2,0.25,FALSE
418,”1”,4,”1”,FALSE,4,2,3,2,1,1,1,2,4,4,4,4,4,4,2,2,1,1,2,1,4,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,”1”,3,1,2,2,0.577777778,TRUE
419,”1”,2,”1”,FALSE,,2,3,3,1,2,3,4,4,4,4,4,2,2,2,2,2,1,2,1,5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,3,1,1,2,2,2,2,1,1,2,2,4,3,2,”2”,4,2,2,2,0.455555556,FALSE
420,”2”,2,”-98”,TRUE,,2,3,2,3,3,2,3,4,2,4,2,4,5,2,2,2,1,3,1,4,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,3,1,”2”,4,1,2,2,0.416666667,FALSE
421,”1”,2,”3”,FALSE,,2,2,2,1,1,2,4,4,3,4,4,4,4,2,2,2,2,3,3,4,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,1,”2”,4,2,2,2,0.522222222,TRUE
422,”1”,1,”1”,FALSE,,1,2,1,2,1,2,4,2,2,3,3,2,5,2,2,2,1,3,3,5,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,4,1,2,”1”,4,3,2,2,0.616666667,TRUE
423,”1”,2,”3”,FALSE,6,3,2,2,2,2,2,4,4,2,3,4,4,3,2,2,2,2,3,2,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,2,2,2,2,2,1,2,1,2,1,”1”,3,1,2,2,0.361111111,FALSE
424,”1”,1,”1”,FALSE,8,1,2,2,2,2,4,3,3,2,4,4,4,4,2,2,2,1,3,1,4,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,-98,8,2,2,”2”,4,,2,2,0.455555556,FALSE
425,”1”,2,”1”,FALSE,8,2,3,2,2,2,4,3,3,4,3,2,3,3,2,2,2,1,3,1,4,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,3,2,4,4,2,2,2,2,2,2,2,1,2,2,7,1,2,”2”,4,3,2,2,0.277777778,FALSE
426,”1”,4,”4”,FALSE,8,3,2,2,2,2,2,4,3,3,3,2,3,2,2,2,2,2,3,3,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,4,2,1,1,2,2,2,2,2,1,1,1,2,1,”2”,2,3,2,2,0.305555556,FALSE
427,”1”,4,”3”,FALSE,,3,2,2,3,2,4,3,3,2,2,3,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,3,3,1,2,2,2,1,2,1,1,2,4,4,2,”1”,4,3,2,2,0.305555556,FALSE
428,”1”,2,”1”,FALSE,6,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,2,4,3,2,2,1,2,1,2,2,2,2,5,3,1,”1”,1,3,2,2,0.194444444,FALSE
429,”1”,2,”3”,FALSE,8,2,1,1,1,1,2,3,5,1,3,1,1,4,2,2,2,2,2,1,5,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,3,3,0.738888889,TRUE
430,”1”,1,”1”,FALSE,10,2,1,1,1,2,5,2,2,3,2,3,2,1,2,2,2,2,4,4,5,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,”1”,2,3,3,3,0.644444444,TRUE
431,”2”,2,”4”,FALSE,7,2,3,2,2,2,2,3,3,3,2,2,5,2,2,2,2,2,3,1,5,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,4,1,1,”2”,4,1,3,3,0.361111111,FALSE
432,”1”,2,”6”,FALSE,6,2,2,2,2,2,2,3,2,4,3,2,4,2,2,1,1,2,2,2,4,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,3,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”1”,4,2,3,3,0.361111111,FALSE
433,”1”,4,”3”,FALSE,0,4,3,3,2,2,2,2,2,5,2,5,2,2,2,2,2,1,2,1,5,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,3,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,”1”,4,2,3,3,0.538888889,TRUE
434,”1”,2,”6”,FALSE,,2,3,4,2,3,1,1,1,5,1,1,1,1,2,2,2,2,3,1,4,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,2,2,”1”,4,2,3,3,0.705555556,TRUE
435,”2”,2,”3”,FALSE,9,3,1,1,2,3,3,3,3,3,2,1,3,3,2,2,2,1,3,2,5,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,1,1,”2”,4,3,3,3,0.411111111,FALSE
436,”1”,2,”4”,FALSE,,3,3,3,2,3,4,2,2,4,3,3,4,3,2,2,2,1,2,1,4,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,3,2,3,3,3,3,2,2,2,2,2,2,1,2,4,3,2,”2”,3,3,3,3,0.333333333,FALSE
437,”1”,2,”6”,FALSE,7,2,2,2,1,1,1,4,4,3,4,4,4,3,2,2,2,1,3,1,5,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,3,1,3,3,1,1,1,2,2,2,2,2,1,2,1,1,1,”2”,2,1,3,3,0.522222222,TRUE
438,”1”,2,”-98”,TRUE,,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,”2”,3,3,3,3,0.194444444,FALSE
439,”1”,4,”4”,FALSE,6,3,3,2,3,3,2,3,2,4,3,3,3,2,2,2,2,1,2,1,4,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,3,3,3,2,2,1,1,2,2,2,2,2,1,2,1,3,2,”2”,3,1,3,3,0.305555556,FALSE
440,”2”,1,”3”,FALSE,10,3,3,1,1,1,2,2,2,4,4,5,4,4,2,2,2,2,3,3,4,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,7,1,1,”1”,3,2,3,3,0.672222222,TRUE
441,”1”,2,”1”,FALSE,7,2,3,3,2,2,3,2,2,4,3,3,3,2,2,2,2,2,1,2,4,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,3,2,3,3,0.305555556,FALSE
442,”1”,2,”1”,FALSE,8,1,2,3,2,1,1,4,4,2,4,2,4,4,2,2,2,2,3,3,4,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,2,2,”1”,4,2,3,3,0.577777778,TRUE
443,”1”,2,”6”,FALSE,8,2,3,4,2,2,2,3,4,3,3,3,4,3,2,2,2,1,3,2,5,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,3,3,1,1,2,2,2,2,2,1,2,2,7,2,2,”1”,4,1,3,3,0.344444444,FALSE
444,”1”,4,”11”,FALSE,4,3,4,4,3,3,2,2,2,5,2,5,4,2,2,2,2,1,3,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,3,1,3,1,1,1,2,2,2,2,1,1,1,1,1,2,2,”1”,3,2,3,3,0.605555556,TRUE
445,”1”,2,”1”,FALSE,4,3,3,3,2,2,2,2,3,4,3,2,1,3,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,5,5,3,3,2,2,1,1,2,2,2,2,1,2,2,”1”,3,2,3,3,0.361111111,FALSE
446,”1”,2,”1”,FALSE,8,1,2,2,2,1,2,4,4,2,3,2,4,4,2,2,2,1,3,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,3,2,3,3,2,1,2,2,2,2,2,1,1,2,4,1,1,”1”,4,1,3,3,0.522222222,TRUE
447,”1”,4,”6”,FALSE,3,2,4,3,3,3,2,3,3,3,3,2,3,4,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,4,3,3,3,2,3,2,2,2,1,1,2,1,1,-99,3,2,”1”,3,2,3,3,0.344444444,FALSE
448,”1”,2,”1”,FALSE,7,2,2,3,2,2,3,4,4,2,4,3,4,5,2,2,2,2,3,2,5,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,7,2,2,”2”,4,3,3,3,0.388888889,FALSE
449,”1”,2,”4”,FALSE,9,2,2,2,2,2,2,4,4,3,5,4,3,3,2,2,2,2,3,3,4,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,4,1,1,”2”,4,1,3,3,0.361111111,FALSE
450,”1”,4,”1”,FALSE,7,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,1,3,2,5,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,3,3,3,3,2,2,2,1,2,2,1,-98,2,4,2,”2”,3,3,3,3,0.25,FALSE
451,”1”,2,”95”,FALSE,,4,4,3,2,3,3,4,2,4,3,3,4,4,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,4,2,2,2,2,2,2,1,1,1,2,7,3,2,”1”,4,2,3,3,0.466666667,FALSE
452,”2”,4,”1”,FALSE,5,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,4,-99,1,1,1,-99,-99,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,4,2,1,”2”,4,3,3,3,0.333333333,FALSE
453,”1”,1,”6”,FALSE,8,1,2,2,1,2,-98,4,5,2,4,-98,-98,5,2,2,2,1,3,2,4,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,4,1,1,”2”,4,,3,3,8.966666667,FALSE
454,”1”,4,”3”,FALSE,6,3,3,3,2,3,3,2,2,3,2,4,2,3,2,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,3,4,3,2,2,2,2,2,2,1,1,1,8,1,1,”1”,4,1,3,3,0.333333333,FALSE
455,”1”,2,”3”,FALSE,6,3,3,2,2,2,4,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,3,2,3,3,2,1,2,2,2,2,1,2,2,-98,4,3,2,”2”,3,2,3,3,0.361111111,FALSE
456,”1”,4,”3”,FALSE,8,3,2,2,1,1,2,4,4,2,5,3,2,4,2,2,2,2,3,3,5,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,”2”,3,1,3,3,0.55,TRUE
457,”1”,2,”3”,FALSE,8,2,3,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,4,4,5,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,4,3,4,3,3,3,1,2,2,2,2,2,1,2,1,1,1,”2”,2,3,3,3,0.25,FALSE
458,”1”,2,”1”,FALSE,8,2,2,3,1,1,2,3,4,3,3,2,4,4,2,2,2,2,3,3,5,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,-99,7,2,1,”2”,4,3,3,3,0.466666667,FALSE
459,”1”,4,”3”,FALSE,5,4,1,2,1,1,3,2,3,3,2,3,3,3,2,2,2,2,3,3,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,1,1,3,3,0.516666667,TRUE
460,”1”,4,”38”,FALSE,5,2,3,3,2,2,2,2,1,1,1,2,1,1,2,2,2,1,3,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,”1”,2,2,3,3,0.555555556,TRUE
461,”2”,2,”3”,FALSE,8,2,2,2,1,2,4,2,3,3,3,2,3,3,2,2,2,1,3,2,4,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,1,1,2,2,2,2,1,1,1,2,4,2,2,”1”,3,3,3,3,0.344444444,FALSE
462,”2”,2,”1”,FALSE,,2,2,2,1,2,1,3,3,3,4,3,3,4,2,2,2,2,4,2,5,1,1,1,1,2,2,2,1,1,1,1,1,2,1,-98,1,1,1,3,1,1,2,2,2,2,1,1,1,2,8,1,1,”2”,4,1,3,3,0.372222222,FALSE
463,”1”,2,”4”,FALSE,9,2,3,2,3,3,3,3,4,2,3,4,2,4,2,2,2,2,3,2,5,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,3,2,3,3,0.333333333,FALSE
464,”1”,2,”4”,FALSE,8,2,2,2,1,2,2,3,2,4,2,4,3,2,2,2,2,1,3,3,5,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,-98,4,2,2,”2”,4,1,3,3,0.427777778,FALSE
465,”1”,2,”3”,FALSE,5,2,2,2,1,2,2,4,3,3,3,3,3,3,2,2,2,1,2,1,4,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,3,1,4,2,1,1,2,2,2,2,2,1,1,2,8,1,2,”2”,4,1,3,3,0.316666667,FALSE
466,”1”,2,”1”,FALSE,5,2,2,2,2,1,2,2,4,2,4,1,5,4,2,2,2,1,2,1,5,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,3,3,1,3,1,2,2,2,2,2,2,2,1,2,2,”1”,3,2,3,3,0.538888889,TRUE
467,”1”,2,”1”,FALSE,,2,1,2,1,2,4,4,4,4,5,4,4,4,2,2,2,1,2,1,4,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,3,3,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,”2”,2,3,3,3,0.577777778,TRUE
468,”1”,2,”-98”,TRUE,9,2,2,2,2,2,4,4,2,4,2,3,2,2,2,2,2,2,4,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,4,3,3,3,0.388888889,FALSE
469,”1”,4,”3”,FALSE,6,2,4,3,2,3,3,3,2,4,3,3,2,2,2,2,2,2,3,3,4,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,”1”,4,1,3,3,0.372222222,FALSE
470,”2”,1,”1”,FALSE,6,1,1,2,1,1,2,2,2,2,4,1,5,2,2,2,2,1,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,4,2,4,1,-98,3,2,2,2,2,2,1,1,1,4,4,2,”2”,3,3,3,3,0.766666667,TRUE
471,”1”,4,”1”,FALSE,7,4,2,4,3,3,2,4,2,3,1,4,5,4,2,2,2,1,3,1,4,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,3,3,4,4,3,3,2,2,2,2,2,1,2,2,4,3,2,”1”,4,3,3,3,0.577777778,TRUE
472,”1”,2,”1”,FALSE,7,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,3,3,0.194444444,FALSE
473,”1”,4,”1”,FALSE,6,3,3,4,2,2,2,2,4,2,5,2,4,4,2,2,2,2,3,2,5,1,1,1,-99,-99,-99,1,1,1,2,2,-98,1,2,1,3,3,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,3,1,3,3,0.511111111,TRUE
474,”1”,2,”6”,FALSE,,2,2,3,2,2,3,4,4,2,4,2,4,4,2,2,2,1,3,2,4,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,7,2,1,”2”,4,1,3,3,0.388888889,FALSE
475,”1”,4,”6”,FALSE,,1,2,2,2,3,3,1,2,3,2,4,3,2,2,2,2,1,2,2,4,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,3,1,2,1,2,2,2,2,2,1,2,1,2,2,”2”,3,3,3,3,0.427777778,FALSE
476,”2”,2,”3”,FALSE,5,4,1,1,1,1,2,2,2,5,2,4,2,1,2,2,2,2,4,4,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,3,1,1,1,2,2,2,2,1,2,1,2,4,1,2,”2”,3,2,3,3,0.805555556,TRUE
477,”2”,1,”1”,FALSE,8,2,2,2,2,2,2,2,3,3,3,5,2,4,2,2,2,1,3,2,4,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,4,2,1,”2”,4,,3,3,0.388888889,FALSE
478,”1”,2,”1”,FALSE,2,2,1,2,2,1,2,3,4,3,3,2,2,3,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,3,1,1,1,2,2,2,2,2,1,2,1,2,1,”2”,3,,3,3,0.438888889,FALSE
479,”1”,2,”3”,FALSE,7,3,2,2,1,1,2,4,3,3,4,4,4,3,2,2,2,1,3,3,4,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,”1”,3,2,3,3,0.466666667,FALSE
480,”1”,2,”1”,FALSE,8,2,3,2,1,1,2,3,4,3,3,3,4,3,2,2,2,1,3,2,5,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,”2”,3,3,3,3,0.411111111,FALSE
481,”1”,5,”11”,FALSE,3,4,3,3,2,2,2,2,2,5,2,2,1,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,4,3,2,”1”,3,2,3,3,0.566666667,TRUE
482,”1”,2,”1”,FALSE,,2,2,2,2,2,2,3,4,3,3,2,2,3,2,2,2,1,3,1,4,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,3,2,1,1,2,2,2,2,2,1,2,1,4,1,1,”2”,4,3,3,3,0.305555556,FALSE
483,”1”,2,”4”,FALSE,2,2,2,2,2,2,3,4,3,2,2,3,4,3,2,2,2,1,2,2,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,4,1,3,3,0.305555556,FALSE
